cui,natcode
5961779,115183
5669368,115236
4436933,115575
4565121,115307
4436836,115600
4322416,115637
4323470,115389
5181030,115520
4565253,115708
16402632,120511
5669350,115771
5669376,115824
4591465,115897
4565237,115851
4323586,115959
5669392,116046
15653830,120478
4619183,116126
4436941,116171
16410414,120487
4619124,116224
4323187,116288
4376017,116340
4323357,114355
4728172,116395
5669341,116439
5705649,116493
4765618,116545
4375852,116590
4323462,116652
4322459,116796
4765596,116723
4323276,116867
4436852,116938
4436860,116983
4436925,117042
4322734,117113
4322521,117177
4375933,117275
5409635,117319
4641555,117426
4375950,117505
4641539,117550
5584679,117667
4591449,117783
4619140,117925
4578008,117998
4578040,118058
16445706,120502
4577878,118094
4565245,118209
7031608,118370
5961760,118469
4375968,118511
4323489,118575
4375887,118691
5669384,118637
4323373,118753
4578024,118799
4436879,118824
4578032,118931
4375941,118995
4728156,119153
4322718,114382
4323152,114417
5669333,119386
4323497,119466
4619132,119527
4323349,114453
16355476,120496
5902713,119206
5961787,119750
4375836,119803
4728148,119590
4591430,119625
4375844,119661
5284639,119723
5669325,119858
4375925,119974
5902721,120254
4375879,120076
4619175,120138
4375976,120174
5902705,120218
4323551,120316
4565113,120343
4375917,120370
2612790,120726
2613583,120860
2614392,120968
2612901,124117
2614104,121055
2614112,121108
2613036,124938
2613648,121153
2614120,121242
2612944,121466
2614406,121297
2614414,121340
2613672,121386
2613133,121607
17877362,125178
2614139,121652
2612898,121732
2613656,121796
2613664,121876
2614147,121938
2613150,122061
2614155,122025
2613680,120888
2612936,122132
2614163,122187
2614422,122249
2613028,122285
15646469,125098
2613699,122347
16366149,125132
2613001,122392
2613702,122463
2613109,120771
2614171,122551
2613710,122613
16366130,125150
2612910,122828
2613729,122668
15945231,125114
2613141,122702
2614180,122864
2614198,122908
2614449,122953
2613737,120922
2613745,123013
2613753,123102
2612928,123175
2613761,123228
17474424,125169
2613770,123255
16404200,125141
2612960,123601
2614201,123371
2614210,123424
2613044,123479
2614228,123521
2612987,123674
2614074,123790
2613788,123709
2614236,123914
2613168,123969
2613117,124028
2612995,124073
15707914,125105
2613800,124206
2613796,124153
2613176,120824
2613826,124233
2613818,124331
2612979,124411
2613834,124634
2614430,124493
2614457,124563
2613010,124616
2614244,124803
2614252,124661
2613842,124723
2613125,124750
2614260,124849
2613850,124885
16287088,125123
2614279,125016
2612952,125061
4394811,125347
4395175,125472
4286437,125418
4716810,125542
5209912,125622
4491237,128105
4716780,128374
4491369,128711
4394579,125659
4286496,125677
16573403,130286
4491040,125757
4395019,125846
4491148,125873
4984529,126022
5148351,125962
4716763,125999
4491202,126077
16560225,130295
4491210,126166
4394994,126102
5102346,126148
4394501,126228
4716747,126326
5139701,126380
4716739,126406
5209890,126503
5139736,126433
5292496,126585
4491350,126647
4491296,126674
4395035,126718
5102338,126772
4394552,126825
4491261,125490
4395124,126905
4549991,126978
4491334,127019
5209858,127064
5148319,125588
16607654,130302
16393437,130311
5148343,127126
4394560,127144
5139779,127171
16556488,130320
5148360,127224
16560233,130339
5209882,127251
4394838,127288
5139795,127322
16579635,130348
5139868,127368
4716771,127386
5139825,127411
5148335,127493
5209874,127536
5102354,127563
4286429,127625
4867693,127689
5139760,127714
5139710,127750
4491253,127812
4394820,127858
5139744,127901
4394633,127938
16579643,130357
4716801,127983
4395043,128178
5102311,128052
5148394,128221
5139698,128301
4286526,128436
4395000,128472
4286550,128524
4550058,128560
5139809,128588
5475221,128882
16602622,130366
4491164,128613
5102290,128659
5209904,128864
5139850,129246
4491326,125374
17091437,130384
5148378,128962
4491318,129040
5148327,129282
4394730,129095
5209840,129111
4867685,129139
4491300,129184
5139876,129317
5139728,129380
5139833,129460
5209866,129503
4394986,129567
4655887,129585
5102370,129629
5139841,129718
5148386,129745
4655895,129987
4394544,129656
5102265,129763
4984510,129816
5139817,129898
16602614,130375
4394951,129914
4491342,130026
4395078,130062
4394803,130124
4491245,130231
2844855,130534
2843272,131256
2843850,130954
2845710,130981
2842943,131069
2845486,131103
2845729,131210
2845761,131336
15562570,131407
2843779,131443
2844103,131540
2843604,131577
2844189,131620
2842870,131817
2843248,131899
2845664,131933
2843388,131988
2845451,132011
2842927,132075
2845796,132137
2843345,132164
2845672,132226
2844294,132271
2844731,132315
2845311,130552
18315133,136278
2845338,130614
2843736,132342
2845346,130678
2843760,132379
2845290,130712
2845699,132404
2843531,130785
2845656,132459
2845176,132486
2845222,132510
2843205,132574
2843264,132645
2845648,132681
16346516,136241
2845753,132716
2843540,132752
2845680,132805
2843906,132841
2845257,133018
2843973,132896
2843329,133090
2845621,131461
2843418,133278
2843213,133161
2845516,133214
2843620,133330
2845435,133394
2844014,133429
2845354,133508
2845320,133562
2842900,133615
2843698,133688
2843965,131835
2845800,133722
2843256,133795
2845460,133866
2842986,133919
2845060,133964
2845613,134014
2844081,134050
2843221,134096
2843817,134194
16371471,136250
2844073,134336
2843981,130847
2844626,134390
2844090,134443
2845737,131274
2843647,134559
2843140,134648
2843108,134755
2843159,134853
2845362,134899
2844510,134942
2845559,135020
2843230,135128
2843914,135146
2843124,135244
2843302,135164
2845583,135226
2845443,135431
2845184,135501
2843434,135547
2843655,135315
2843590,135618
2845788,135404
2845605,135654
2845230,130892
2845494,135681
2845532,135725
2845834,135789
2843060,135850
2843035,135896
16346508,136269
2845770,136198
2845400,135949
2843116,136107
2844197,136134
4038806,136483
4481160,136526
3897173,136848
3896852,138039
3963951,136599
3897122,136642
3897386,136713
16363452,179873
3897076,136768
3897416,136802
3897289,137103
3897165,136919
3896534,136964
3897084,137032
3963986,137069
3896623,137130
3896615,137185
3896860,137229
3896879,137274
14981473,179677
3963625,136553
3896836,137292
3896810,137363
3963978,137407
16350916,179882
3897106,137443
3963536,137504
3897041,137540
3963838,137611
3963889,137675
3896828,137728
3896917,137746
3897157,137764
3963714,137844
3963781,137899
4074140,137960
3896984,138084
3897297,138164
3897092,138208
3897424,138280
3896844,138351
3897025,138431
3963650,138501
3897149,138538
3896704,138574
3963820,138618
17530869,180028
27005719,180091
3896720,138770
4626032,138663
3897130,138734
3963919,138805
3897459,138869
3897114,138921
3897181,139009
3896909,139143
3963803,139054
3963641,139107
3896887,139170
3896569,139214
3963676,139250
3896950,139287
3896895,139330
3896577,139358
3896640,139394
4291786,139704
4291859,139740
4494926,139811
4566658,139884
4291549,139937
4637619,139982
4495140,140084
4291689,140146
4495077,140208
4291670,140244
4292013,140280
4292005,140324
17720391,180037
4291611,140379
4495263,140440
4292021,140477
4291980,140501
4495069,140547
4291590,140583
4495115,140627
4291646,140672
4291565,140823
4291638,140770
4637600,140869
4291573,140958
4637651,141027
4637627,141081
4495182,141134
4291654,141232
4291964,141312
4291581,141376
4792272,141447
4495085,141535
4495204,141580
4291697,141722
4495158,141786
4495166,141884
4292030,142006
4291948,141946
4495107,142079
4291603,142122
4495042,142177
4291921,142239
4495018,142284
4291956,142337
4495190,142373
4291557,142426
4495174,142499
4495123,142612
4291883,142550
4291999,142854
4637635,142676
4291972,142881
14992936,179695
4291662,142710
4291620,142774
7977526,179631
4291930,142952
4495131,143021
4495220,143067
4637643,143147
4270740,143450
4240677,143619
4270716,143682
4241087,144054
4406002,143735
4406207,143771
4240740,143806
4406266,144928
4480149,143851
4306950,145499
4270732,145827
16343277,146012
4307122,143888
4678945,143922
4270708,143959
4406118,143995
4406126,144116
4307050,144152
4240944,144198
4406088,144232
4241168,144303
16343285,146021
4240880,144376
4406282,144349
4480270,144410
4241249,144508
4405929,144535
4306976,144456
4240723,143487
4406010,144553
4240960,144599
4241230,144615
4307114,144651
4480130,144713
4405937,144731
4240979,144795
4724804,144866
4480238,144893
5192942,144964
4405945,144991
4700090,145042
4406240,145104
5999013,145140
4240952,145202
4241206,145220
4307009,145275
4270724,143502
4480246,145293
4241150,145355
4406134,143520
4405902,145382
4480165,145408
4241222,145471
4241052,145667
4556247,145738
4406045,143557
4405988,145603
4241184,145765
4241109,145792
4406029,143646
4306933,145907
4603519,145934
4556212,145961
4406355,145998
4244792,146263
4842400,146502
5432522,146539
4244148,146628
7467268,146744
5927254,147358
4441166,147633
5461609,148006
4535651,148612
6631418,146584
4244229,149227
4326973,146931
4244180,146370
4440985,146655
4441000,146708
4327073,151095
4327480,146799
4326965,146860
4674790,146904
16391770,151530
4441298,146995
17527456,151576
4327006,147036
4326817,147054
4326787,147072
4244156,147134
4244270,147161
4326736,147205
4535635,147241
4326850,147465
16388180,151521
4441174,147526
6552870,147580
16031763,151503
4326906,147713
14953600,151451
16391789,151567
14889001,151433
4441573,147786
15971184,151497
4326876,147884
4244300,147937
5506727,148097
4326914,148202
6576100,148131
4441263,148293
4441190,148328
4326795,148382
4244210,148426
15733336,151488
4327537,148453
4326809,148514
4326990,148667
4244342,148694
4441409,148729
4326760,148765
4441352,148872
4441301,148916
4441280,148970
16031747,151512
16402004,151549
4244334,149101
15562708,151479
4326833,149049
4441158,149138
14850370,151442
4326930,147660
4244172,146281
4326744,149183
6526587,149316
4535597,149370
4327030,149290
4441018,146325
4441026,149414
4441433,149502
4326671,149539
4441271,149584
4441417,149655
6552861,149753
4326892,149682
4441182,149780
4244318,149833
5021250,149851
21769911,151585
4441425,149931
5645490,149968
4441379,150043
4327545,150070
4674781,150114
4326779,150178
4326884,150445
4327057,150196
4327421,146432
15588368,151460
4327499,150221
4326841,150258
4441360,150294
4244288,150310
4326728,150356
4441336,150418
4326922,150524
4327510,150588
4327065,150702
6631469,150766
4326957,150891
4326698,150935
4326680,150980
4327529,151022
4327090,151077
16366807,151558
4441239,151120
4326868,151157
4326981,151246
4244202,151344
4652660,151790
4652694,151870
4253731,151683
6853155,151905
4652732,151978
4920517,152038
6853244,151996
16380674,155083
16380682,155092
6853163,152083
5044440,152127
6691916,152172
6691967,152234
4568446,152252
5655842,152270
4920525,152314
4568454,152332
6491845,152350
4568586,152412
6853252,152467
4568497,152500
6691983,152528
4568560,151709
4568519,152564
6826835,152582
6853260,152617
4568594,152662
6691908,151932
6691991,152724
6853279,152760
16367837,155109
6692008,152797
6853287,152868
5296560,152902
16380690,155118
16380712,155127
4920533,152993
4652767,152948
6491837,153026
6691924,153062
4652805,151736
4732572,153106
6691975,153124
4568578,151763
4568608,153151
4652775,153240
6692016,153277
5449672,153339
4732564,153204
6691932,153295
6853228,153384
4568420,151816
4781141,153400
6938065,153437
15711982,154996
6853171,153473
6853236,153507
6853295,153543
4568527,153561
4568543,153589
4652813,153623
4652783,153605
6853180,153696
4469027,151834
16380704,155136
4568616,153829
6853309,153865
4568489,153909
7059420,153972
16388210,155145
4568624,153936
6950735,154308
6853317,154013
6691959,154068
4568632,154139
4568640,154184
6692024,154166
6853198,154228
6938073,154282
4652821,154344
4920541,154380
6692032,154415
4652791,154497
4732580,154460
6826843,154521
4568403,154585
6853210,154665
5296579,154834
4568659,154736
6853201,154754
6938081,154790
16380666,155154
6938090,154932
6826851,154852
4253774,154914
4568470,153776
6826860,154978
14756536,155243
4527381,155350
2502534,155403
4483889,156357
2503378,155458
2509958,156801
4357988,157086
2502763,155494
2512589,158314
4548554,155528
4357970,155546
4357996,155591
4548589,155662
4269223,155957
5390648,155724
4691685,155760
5517173,155797
4483927,155840
4847432,155911
16414777,159366
5313327,156035
4357945,156106
2512554,156151
23070129,159516
5286800,156213
4358231,156259
5286753,156277
16544785,159375
5815226,156311
4483854,156437
4357953,156473
4357937,156534
4357856,156589
4483820,156623
4483943,156669
16561131,159384
4483919,156712
4712532,156767
4663480,155261
4483846,156927
16587476,159393
5517181,157004
4483935,157031
16500541,159400
5517220,155289
4357880,157193
6049470,157246
4483684,157273
5390613,155314
5313386,157317
16573608,159419
16517225,159428
4483676,157362
5238993,157424
4483692,157451
4483897,157497
20568677,159491
4914116,157530
2510235,157736
2806193,157585
5481533,157683
4358193,157781
4548570,157834
2483246,157898
4357821,157923
4357872,157969
5049919,158010
24296605,159525
16414785,159446
16360642,159437
4358207,158065
4759543,158109
23062754,159507
4483838,158136
5481541,158181
4269290,158243
2512511,158396
5439113,158564
5481576,158449
2506200,158779
5390656,158653
16513770,159464
5138404,158699
4483862,158733
16594708,159455
6419890,158528
4483900,158608
4357961,158804
4527403,158859
4357864,158895
16590331,159473
4691677,158966
4483790,159035
4357848,159071
9640615,159142
17513000,159482
4483870,159213
4548520,159259
2516033,159339
4321429,159614
4508533,159650
3721907,159687
3839156,159730
4321410,159767
4794109,159785
4508622,159847
16363398,161552
4793910,159883
4994727,159945
4508800,159963
4508630,160092
4508746,160047
4794052,160127
4508738,160172
4508592,160225
4508860,160261
4794087,160305
4793901,160323
4508657,160387
4793960,160430
4794010,160458
4793987,160476
4793995,160528
4794036,161525
4508568,160564
4508690,160617
4793952,160644
4508576,160680
4794060,160724
4508711,160779
4794044,160831
4508770,160877
4793979,160911
4508681,160993
4508762,161035
4508720,161053
4794079,161106
4508835,161133
4793944,161151
4508614,161179
4793880,161231
4994700,161259
4793898,161286
4508649,161302
4508673,161348
4508584,161384
4793936,161464
15996227,161543
4508789,161482
17590461,161561
3337532,161945
4539912,161794
3602736,161829
3337710,164981
13407333,161856
4359431,162014
3394139,162069
3552077,162149
3394120,162327
3337621,162381
4359385,162452
4446708,162194
3552085,162498
3394260,162559
4359407,162595
4446686,162693
3764142,162791
3337729,162871
7160149,162924
16368344,167268
3337613,163002
3394090,163057
3394236,163137
16670635,167277
3667921,163208
4627313,163253
3394252,163324
3337664,163379
3394295,164277
16368328,167286
4226494,163486
3394333,163618
3394350,163681
4446619,163734
3394112,163789
4540003,163832
16476761,167295
16368336,167231
3552050,163903
4359652,164062
4975970,163967
3394074,164133
3394309,164197
3394325,164339
16146798,167222
4446627,164393
3394082,164543
3337672,164598
3394244,164687
3394368,164749
3394279,164829
3337605,164892
3337702,164936
16476770,167302
3337737,165069
3337656,165130
3394341,165185
4540020,165274
16396425,167311
3552069,165416
16309070,167259
4539971,165336
3394317,165470
4359393,165611
16404196,167320
16380780,167240
3394228,165719
5117550,165817
3337583,165899
3552093,165979
3552042,166057
3394287,166137
4446597,166235
4446589,166182
4627321,166315
3337630,166413
4446678,166529
4226478,166636
4627330,166672
4446694,166707
3394104,166770
3602779,166869
3337648,166985
3337680,167035
3337699,167071
3552107,167179
2540813,167473
2573829,167981
2541177,168372
2541827,167641
2541215,167696
2541720,168452
2541355,168602
2541894,167794
2541630,167909
2541479,168041
2540899,168130
2541363,168229
2573888,168309
2541843,168559
2541649,168675
2541657,168755
2574085,168791
2541010,168880
2541819,168960
2541681,169119
2541444,169039
2541452,169182
2541509,169253
2573870,169306
2540651,169351
2574190,169404
16379238,174502
2573861,169547
2541592,169681
2541738,169583
2541100,169896
2541118,169994
2539487,170097
2573853,170168
2541002,170220
2541320,170346
2573845,170444
2573837,170514
16404161,174511
2541487,170685
2541711,170612
2541495,170792
2541371,170872
2573900,170952
2541584,171101
2573896,171209
2989686,171021
2541541,171272
2541347,171067
2541835,171325
2540660,171469
16356722,174520
2540678,171539
2540627,171628
2573969,171806
2573950,171879
2541533,171931
2541851,171995
2540643,172082
2541703,172153
2573942,172279
2574093,172340
2541126,172377
2573934,172457
2541673,172509
2541460,172581
2539495,172698
2541029,172812
2541665,172894
2573926,172947
2541398,172992
2541134,173686
2541517,173061
2541290,173132
2573918,173748
2541860,173230
2541142,173374
2541525,173533
2573977,173793
2573985,173597
2541746,173855
15170186,174496
2541550,173935
2541401,174021
2541754,174085
2540635,174156
2573993,174218
2541690,174254
2541380,174290
4350645,174744
4350491,174860
4410623,174922
4297827,175019
4447320,175055
4447304,175126
4410704,175206
4350777,175224
16332375,178929
4297878,175260
4297754,175368
4297657,175439
4350653,175466
4297983,174780
4718128,175670
4298067,175732
4350769,175509
4350432,175590
4298121,175787
4298032,175885
4297665,175938
4297690,175983
4447193,176150
4350718,176212
4297967,174824
16373340,178938
4297800,176301
4350580,176338
4350688,176445
4298016,176506
4350696,176551
4297770,176613
4350726,176686
4297592,176748
4350700,176793
4350548,176855
4447460,176891
15534708,178885
4298075,176944
4447274,177003
16332383,178947
4297959,177101
15541160,178910
4560213,177236
15534716,178894
4298024,177263
15541179,178901
4350459,177352
4639032,177405
16380763,178956
4350602,177469
4297746,177557
4447436,177600
4410658,177655
4297843,177726
4447339,177762
17750074,178965
4499613,177799
4350610,177842
4297720,178046
4297789,177879
4297860,177986
4350661,178180
4297703,178117
4298113,178279
4297797,178313
4297975,178607
4298130,178689
4297649,178377
4297886,178475
4499621,178545
4447266,178750
4298059,178821
4267117,179132
4505359,179141
4204038,179150
4420465,179169
4316422,179178
4433953,179187
4340730,179196
4562583,AB
3519941,AR
4229512,AG
5057580,BC
4244997,BH
4347550,BN
3372955,BT
4384150,BV
4205491,BR
3662495,BZ
3227890,CS
4288110,CJ
2981739,CT
4201988,CV
4294030,CL
4417150,DJ
4280205,DB
3127476,GL
4938042,GR
4956057,GJ
4245763,HR
4374474,HD
4231776,IL
4540712,IS
4192545,IF
3627315,MM
4337344,MH
4322980,MS
2612839,NT
4394706,OT
2842889,PH
3897378,SM
4406223,SB
4244512,SV
4494764,SJ
4652686,TR
4358029,TM
4321607,TL
3394171,VS
4350394,VN
2540929,VL
